Original Array
7635	10355	21020	23028	20385	13287	12384	4998	8979	16739	22458	30800	1390	1123	31684	17234	1096	22649	15578	14921	6647	11247	30764	3446	7753	32174	24081	25761	12150	29278	17055	15710	
10066	17615	23672	32399	28871	5528	26086	25898	20867	24062	21547	11836	31726	2583	6418	8750	32095	32303	8906	25927	23695	2922	3572	12659	31822	6059	15867	23875	5748	31925	20388	21556	
25371	25232	6630	25652	16395	6447	12539	1122	27766	13647	8119	30998	11494	29858	19225	31009	27507	11565	13344	14422	10297	19438	3039	31561	19977	9923	19924	6230	16223	9607	21622	2533	
12180	1662	7181	30189	7253	16883	10182	20151	31572	20767	15623	28901	28733	23629	26880	25266	7916	5180	1155	6267	28125	15045	10773	25215	19684	7869	21061	26595	21534	3869	2620	21241	
20263	2400	30870	4801	2189	10029	9328	21936	27013	3894	12994	8625	16861	28000	3568	11626	19506	13860	11163	24256	16995	14645	25789	4765	5701	18275	5109	4592	8857	28607	28191	22518	
26683	6144	18728	3513	11164	29733	17696	24278	1649	8540	2961	2946	16813	26659	6416	23503	2989	27053	17681	22572	24243	15495	31744	27435	11158	15483	24461	20616	7352	4533	16711	30054	
1335	13092	11116	11739	20584	26659	27647	25519	1409	3417	22044	8801	13205	8413	11657	9323	22982	22942	28813	17863	8118	19971	29701	32690	29246	28110	1460	20912	22627	21318	2267	15312	
5253	12181	16649	11825	26074	22127	16181	4549	32283	11508	9482	20053	32637	32728	12930	29126	5859	1217	20918	23706	1618	2800	5365	6074	13221	7972	23315	14194	3970	9915	3587	28605	
26764	13851	12200	15811	32474	9808	10473	19104	27561	11766	3844	27495	12621	346	21284	25190	1902	15836	4149	17836	14192	9368	27383	11977	7475	26693	14417	6101	8189	4700	24041	2484	
14260	17277	8433	32663	21073	21264	22340	9158	11665	4648	11953	18846	30957	13740	32406	18645	21453	11192	22449	7686	31737	24641	17972	29801	16464	13560	31255	31969	3004	12401	18866	13885	
7269	10373	17035	2743	15141	27637	15469	26305	1853	12111	8890	11522	10822	16662	26625	11163	2154	18717	22483	30382	16595	5940	15059	19489	4708	17670	269	25759	30887	12098	26249	21984	
5383	2553	17951	27179	14400	5192	3724	4377	8211	12086	3526	19867	15678	23519	1677	17726	5547	25811	17475	21678	5864	14009	8445	19833	27863	11320	12762	16662	12455	20759	3476	32038	
1026	24738	24916	7417	27784	848	18379	21588	893	4004	5758	22386	19902	21073	5473	1096	20474	8609	21672	12558	13086	16407	5338	17402	3345	21076	29991	30799	8610	27703	23547	29846	
12223	31048	19923	5675	7911	1111	9808	5628	8417	8800	26505	27278	7087	1202	5030	2881	28606	30288	17579	30932	28255	18584	30353	12075	5243	29474	14235	25680	23937	27371	13031	14521	
17060	29875	18756	15561	14916	30371	11331	28568	19369	3379	12177	6903	2807	26443	17539	12463	4446	11688	21491	3338	17810	31106	27211	17045	2171	7788	27103	21283	6701	19323	14208	31253	
19226	18346	5453	27609	19846	19837	8141	11953	15164	18917	8507	28854	9088	612	12065	32540	13636	26225	17961	17079	22943	4126	22575	26046	21114	14328	154	1744	12685	8239	21229	7476	
15242	15095	30617	29285	2967	4141	2838	21710	2818	9790	29489	26578	4400	29253	7848	13583	16343	4979	25332	25316	28525	23988	27750	13360	16353	30607	29813	13661	8584	3918	12887	15006	
27226	27488	14798	4980	19294	23035	15429	6007	14947	17414	24603	28755	9201	26421	8767	17681	31103	31606	30205	10904	28646	18316	5911	32115	534	26873	16920	2260	3080	21282	18149	7897	
4596	18862	10645	1551	1987	23087	17794	24629	11463	6404	9888	28226	20394	9598	3342	21929	3748	14657	20203	19163	26609	18157	3179	17677	11907	27646	27178	7996	14068	14833	17856	19055	
20670	6825	6293	30013	24494	21520	31991	19598	10646	28417	2409	14758	11331	1382	30270	16735	4014	15261	16743	26805	2166	26913	17546	17032	16014	13414	29012	2718	3123	9732	10255	29160	
10530	30488	23671	6	5639	7911	31945	11788	23608	25541	20254	7815	30115	29494	14583	5819	28934	17746	9497	7471	9822	20334	31643	24940	4001	18936	24637	20737	6575	3491	11003	32202	
390	19396	20194	14706	4534	9724	8995	2615	21526	26904	16998	23789	2996	28469	29792	6214	2834	27944	21928	30032	14991	12061	12742	16703	25379	2173	17293	27757	4431	31510	20396	2719	
Modified Array
22946	16134	511	24405	26575	55	24915	6124	1225	23732	10355	17615	25232	1662	2400	6144	13092	12181	13851	17277	10373	2553	24738	31048	29875	18346	15095	27488	18862	6825	30488	19396	
16134	8744	2909	26932	5652	20581	14992	23291	7183	19508	7635	10066	25371	12180	20263	26683	1335	5253	26764	14260	7269	5383	1026	12223	17060	19226	15242	27226	4596	20670	10530	390	
511	2909	14074	90	645	2179	20829	4122	27586	32606	23028	32399	25652	30189	4801	3513	11739	11825	15811	32663	2743	27179	7417	5675	15561	27609	29285	4980	1551	30013	6	14706	
24405	26932	90	7267	24484	19039	21051	28897	9208	27945	21020	23672	6630	7181	30870	18728	11116	16649	12200	8433	17035	17951	24916	19923	18756	5453	30617	14798	10645	6293	23671	20194	
26575	5652	645	24484	20956	19730	31358	25960	11543	1236	13287	5528	6447	16883	10029	29733	26659	22127	9808	21264	27637	5192	848	1111	30371	19837	4141	23035	23087	21520	7911	9724	
55	20581	2179	19039	19730	15343	6678	26580	20496	8626	20385	28871	16395	7253	2189	11164	20584	26074	32474	21073	15141	14400	27784	7911	14916	19846	2967	19294	1987	24494	5639	4534	
24915	14992	20829	21051	31358	6678	8736	21699	26330	26094	4998	25898	1122	20151	21936	24278	25519	4549	19104	9158	26305	4377	21588	5628	28568	11953	21710	6007	24629	19598	11788	2615	
6124	23291	4122	28897	25960	26580	21699	12181	352	15937	12384	26086	12539	10182	9328	17696	27647	16181	10473	22340	15469	3724	18379	9808	11331	8141	2838	15429	17794	31991	31945	8995	
1225	7183	27586	9208	11543	20496	26330	352	13618	10679	16739	24062	13647	20767	3894	8540	3417	11508	11766	4648	12111	12086	4004	8800	3379	18917	9790	17414	6404	28417	25541	26904	
23732	19508	32606	27945	1236	8626	26094	15937	10679	15806	8979	20867	27766	31572	27013	1649	1409	32283	27561	11665	1853	8211	893	8417	19369	15164	2818	14947	11463	10646	23608	21526	
10355	7635	23028	21020	13287	20385	4998	12384	16739	8979	30800	11836	30998	28901	8625	2946	8801	20053	27495	18846	11522	19867	22386	27278	6903	28854	26578	28755	28226	14758	7815	23789	
17615	10066	32399	23672	5528	28871	25898	26086	24062	20867	11836	21547	8119	15623	12994	2961	22044	9482	3844	11953	8890	3526	5758	26505	12177	8507	29489	24603	9888	2409	20254	16998	
25232	25371	25652	6630	6447	16395	1122	12539	13647	27766	30998	8119	29858	23629	28000	26659	8413	32728	346	13740	16662	23519	21073	1202	26443	612	29253	26421	9598	1382	29494	28469	
1662	12180	30189	7181	16883	7253	20151	10182	20767	31572	28901	15623	23629	28733	16861	16813	13205	32637	12621	30957	10822	15678	19902	7087	2807	9088	4400	9201	20394	11331	30115	2996	
2400	20263	4801	30870	10029	2189	21936	9328	3894	27013	8625	12994	28000	16861	11626	23503	9323	29126	25190	18645	11163	17726	1096	2881	12463	32540	13583	17681	21929	16735	5819	6214	
6144	26683	3513	18728	29733	11164	24278	17696	8540	1649	2946	2961	26659	16813	23503	6416	11657	12930	21284	32406	26625	1677	5473	5030	17539	12065	7848	8767	3342	30270	14583	29792	
13092	1335	11739	11116	26659	20584	25519	27647	3417	1409	8801	22044	8413	13205	9323	11657	22942	1217	15836	11192	18717	25811	8609	30288	11688	26225	4979	31606	14657	15261	17746	27944	
12181	5253	11825	16649	22127	26074	4549	16181	11508	32283	20053	9482	32728	32637	29126	12930	1217	5859	1902	21453	2154	5547	20474	28606	4446	13636	16343	31103	3748	4014	28934	2834	
13851	26764	15811	12200	9808	32474	19104	10473	11766	27561	27495	3844	346	12621	25190	21284	15836	1902	17836	7686	30382	21678	12558	30932	3338	17079	25316	10904	19163	26805	7471	30032	
17277	14260	32663	8433	21264	21073	9158	22340	4648	11665	18846	11953	13740	30957	18645	32406	11192	21453	7686	22449	22483	17475	21672	17579	21491	17961	25332	30205	20203	16743	9497	21928	
10373	7269	2743	17035	27637	15141	26305	15469	12111	1853	11522	8890	16662	10822	11163	26625	18717	2154	30382	22483	5940	14009	16407	18584	31106	4126	23988	18316	18157	26913	20334	12061	
2553	5383	27179	17951	5192	14400	4377	3724	12086	8211	19867	3526	23519	15678	17726	1677	25811	5547	21678	17475	14009	5864	13086	28255	17810	22943	28525	28646	26609	2166	9822	14991	
24738	1026	7417	24916	848	27784	21588	18379	4004	893	22386	5758	21073	19902	1096	5473	8609	20474	12558	21672	16407	13086	17402	12075	17045	26046	13360	32115	17677	17032	24940	16703	
31048	12223	5675	19923	1111	7911	5628	9808	8800	8417	27278	26505	1202	7087	2881	5030	30288	28606	30932	17579	18584	28255	12075	30353	27211	22575	27750	5911	3179	17546	31643	12742	
29875	17060	15561	18756	30371	14916	28568	11331	3379	19369	6903	12177	26443	2807	12463	17539	11688	4446	3338	21491	31106	17810	17045	27211	7788	14328	30607	26873	27646	13414	18936	2173	
18346	19226	27609	5453	19837	19846	11953	8141	18917	15164	28854	8507	612	9088	32540	12065	26225	13636	17079	17961	4126	22943	26046	22575	14328	21114	16353	534	11907	16014	4001	25379	
15095	15242	29285	30617	4141	2967	21710	2838	9790	2818	26578	29489	29253	4400	13583	7848	4979	16343	25316	25332	23988	28525	13360	27750	30607	16353	13661	2260	7996	2718	20737	27757	
27488	27226	4980	14798	23035	19294	6007	15429	17414	14947	28755	24603	26421	9201	17681	8767	31606	31103	10904	30205	18316	28646	32115	5911	26873	534	2260	16920	27178	29012	24637	17293	
18862	4596	1551	10645	23087	1987	24629	17794	6404	11463	28226	9888	9598	20394	21929	3342	14657	3748	19163	20203	18157	26609	17677	3179	27646	11907	7996	27178	14833	9732	3491	31510	
6825	20670	30013	6293	21520	24494	19598	31991	28417	10646	14758	2409	1382	11331	16735	30270	15261	4014	26805	16743	26913	2166	17032	17546	13414	16014	2718	29012	9732	3123	6575	4431	
30488	10530	6	23671	7911	5639	11788	31945	25541	23608	7815	20254	29494	30115	5819	14583	17746	28934	7471	9497	20334	9822	24940	31643	18936	4001	20737	24637	3491	6575	32202	2719	
19396	390	14706	20194	9724	4534	2615	8995	26904	21526	23789	16998	28469	2996	6214	29792	27944	2834	30032	21928	12061	14991	16703	12742	2173	25379	27757	17293	31510	4431	2719	20396	
